"gender","age","race","state","agency_responsible","congressional_district_113","latitude","longitude","congressperson_party","pop_total_census_tract","pop_white_census_tract","pop_black_census_tract","pop_asian_census_tract","pop_pacific_islander_census_tract","pop_native_american_census_tract"
"Male",19,"White","VA","Liberty University Police Department","VA6",37.378765,-79.1547,"Republican",3281,"77%","12%","4%","0%","0%"
"Male",47,"White","CA","San Bernardino County Sheriff's Department","CA39",33.967792,-117.730374,"Republican",1660,"77%","4%","18%","0%","0%"
"Male",19,"Black","CA","Long Beach Police Department","CA47",33.772455,-118.173,"Democrat",2883,"61%","23%","10%","0%","2%"
"Male",55,"White","FL","Palm Beach County Sheriff's Office","FL21",26.495997,-80.152427,"Democrat",1470,"90%","2%","2%","0%","5%"
"Male",38,"White","NY","Rensselaer County Sheriff's Office","NY19",42.685702,-73.34319,"Democrat",683,"100%","0%","0%","0%","0%"
"Male",22,"Black","NY","New York Police Department","NY7",40.703329,-73.921219,"Democrat",1752,"50%","30%","13%","0%","4%"
"Male",27,"Black","MD","Montgomery County Police Department","MD6",39.168286,-77.267514,"Democrat",2756,"52%","17%","26%","0%","0%"
"Male",78,"White","CA","Los Angeles Police Department","CA33",34.095615,-118.449395,"Democrat",736,"81%","0%","16%","0%","0%"
"Male",31,"Black","OH","Columbus Division of Police","OH3",39.997878,-83.149794,"Democrat",2827,"82%","11%","7%","0%","0%"
"Male",26,"Black","FL","Titusville Police Department","FL8",28.55544,-80.797214,"Republican",1722,"51%","26%","23%","0%","0%"
"Male",32,"Black","IN","Indianapolis Metropolitan Police Department","IN7",39.796102,-86.010031,"Democrat",1575,"74%","5%","9%","0%","0%"
"Female",61,"White","CA","Santa Clara County Sheriff's Office","CA18",37.32558,-121.929716,"Democrat",1340,"40%","4%","18%","0%","0%"
"Male",22,"White","KS","""Kansas City, KS Police Department""","KS3",39.075302,-94.671655,"Democrat",1823,"92%","4%","2%","0%","0%"
"Male",21,"Hispanic","CA","Los Angeles County Sheriff's Department","CA27",34.055199,-118.085028,"Democrat",4494,"3%","0%","97%","0%","0%"
"Male",30,"White","MN","Orono Police Department","MN3",44.959886,-93.568241,"Democrat",876,"100%","0%","0%","0%","0%"
"Male",42,"Black","NJ","Hamilton Police Department","NJ4",40.211869,-74.72504,"Republican",1007,"17%","82%","1%","0%","0%"
"Male",17,"Hispanic","TX","Navasota Police Department","TX7",29.907187,-95.636608,"Democrat",2310,"39%","4%","44%","0%","0%"
"Male",27,"Black","GA","Columbus GA Police Department","GA2",32.416769,-84.941208,"Democrat",248,"29%","65%","0%","0%","0%"
"Male",17,"Black","WI","Milwaukee Police Department","WI4",43.036403,-87.911734,"Democrat",1844,"79%","16%","4%","0%","0%"
"Male",30,"Black","NJ","Irvington Police Department","NJ10",40.730082,-74.227302,"Democrat",2023,"2%","97%","0%","0%","0%"
"Male",56,"White","CA","San Bernardino County Sheriff's Department","CA8",34.24523,-117.303134,"Republican",779,"100%","0%","0%","0%","0%"
"Male",31,"White","IN","Elkhart Police Department","IN2",41.682063,-85.975674,"Republican",537,"70%","26%","0%","0%","0%"
"Male",24,"Black","LA","Kenner Police Department","LA1",30.019805,-90.236471,"Republican",727,"96%","4%","0%","0%","0%"
"Male",49,"White","VT","Burlington Police Department","VT0",44.516434,-73.245025,"Democrat",2596,"71%","15%","12%","0%","0%"
"Male",24,"Black","CA","Fairfield Police Department","CA3",38.244081,-122.049879,"Democrat",1328,"35%","45%","3%","1%","0%"
"Male",27,"Asian","CA","Fresno County Sheriff's Office","CA16",36.73029,-119.717255,"Democrat",2174,"55%","6%","30%","0%","0%"
"Male",26,"Black","TX","Fort Bend County Sheriff's Office","TX22",29.503028,-95.762075,"Republican",6358,"67%","27%","2%","0%","0%"
"Male",23,"Black","FL","Miami Gardens Police Department","FL24",25.96481,-80.24366,"Democrat",1104,"0%","99%","0%","0%","1%"
"Female",64,"White","TN","Tipton County Sheriff's Office","TN8",35.545739,-89.665006,"Republican",2234,"80%","21%","0%","0%","0%"
"Male",51,"White","AZ","Phoenix Police Department","AZ6",33.669348,-112.082873,"Republican",1073,"86%","1%","2%","0%","3%"
"Male",22,"Hispanic","TX","Dallas Police Department","TX30",32.71786,-96.803196,"Democrat",1249,"6%","95%","0%","0%","0%"
"Male",27,"Hispanic","CA","Los Angeles County Sheriff's Department","CA40",33.885362,-118.170146,"Democrat",3313,"46%","39%","12%","0%","1%"
"Female",50,"Hispanic","TX","Port Arthur Police Department","TX14",29.916606,-93.931237,"Republican",911,"46%","47%","8%","0%","0%"
"Male",28,"White","MO","Buchanan County Sheriff's Department","MO6",39.663153,-94.526758,"Republican",942,"100%","0%","0%","0%","0%"
"Male",28,"Black","IN","Indianapolis Metropolitan Police Department","IN7",39.838927,-86.121253,"Democrat",614,"39%","55%","6%","0%","0%"
"Male",30,"Black","PA","Erie Police Department","PA16",42.11769,-80.03082,"Republican",1584,"86%","9%","5%","0%","0%"
"Male",25,"Black","TX","Franklin Parish Sheriff's Office","TX18",29.963478,-95.42476,"Democrat",2154,"9%","83%","1%","0%","0%"
"Male",57,"White","NY","Onondaga County Sheriff's Department","NY24",43.013647,-76.282512,"Republican",1360,"98%","1%","0%","0%","0%"
"Male",49,"Black","CA","Los Angeles Police Department","CA43",33.944806,-118.343306,"Democrat",2498,"6%","81%","0%","0%","13%"
"Male",28,"White","TX","Duncanville Police Department","TX30",32.641086,-96.901441,"Democrat",1712,"40%","45%","8%","0%","0%"
"Male",61,"Black","GA","Statesboro Police Department","GA12",32.441515,-81.789667,"Republican",2186,"43%","50%","2%","0%","0%"
"Male",51,"Hispanic","FL","Hialeah Police Department","FL25",25.864733,-80.26544,"Republican",3399,"66%","0%","34%","0%","0%"
"Male",57,"Black","CA","Los Angeles County Sheriff's Department","CA38",33.884974,-118.117169,"Democrat",2013,"39%","8%","43%","0%","2%"
"Male",28,"Black","FL","Jacksonville Sheriff's Office","FL5",30.421351,-81.696029,"Democrat",2516,"35%","55%","3%","0%","2%"
"Male",26,"White","TN","Tipton County Sheriff's Department","TN8",35.433689,-89.896817,"Republican",2600,"93%","5%","0%","0%","0%"
"Male",29,"White","AZ","Yuma Police Department","AZ3",32.70715,-114.639391,"Democrat",1198,"75%","8%","2%","0%","4%"
"Male",32,"Hispanic","CA","Banning Police Department","CA36",33.925864,-116.90957,"Democrat",2042,"58%","4%","6%","0%","28%"
"Male",69,"White","FL","Clearwater Police Department","FL13",27.971857,-82.711884,"Democrat",2530,"72%","17%","1%","0%","1%"
"Male",18,"Black","NC","Wilmington Police Department","NC7",34.198731,-77.92258,"Republican",2119,"51%","46%","2%","0%","1%"
"Male",20,"Black","NC","Wilmington Police Department","NC7",34.198731,-77.92258,"Republican",2119,"51%","46%","2%","0%","1%"
"Female",60,"Black","IL","Chicago Police Department","IL2",41.696278,-87.611389,"Democrat",1352,"0%","100%","0%","0%","0%"
"Male",32,"White","CA","Siskiyou County Sheriff's Department","CA1",41.399548,-122.380524,"Republican",934,"82%","10%","1%","0%","4%"
"Male",22,"Hispanic","NM","New Mexico State Police","NM3",36.004208,-105.968047,"Democrat",1956,"40%","0%","0%","0%","13%"
"Male",22,"Black","TX","Houston Police Department","TX7",29.719281,-95.44594,"Democrat",1575,"73%","0%","23%","0%","0%"
"Male",28,"White","CT","Connecticut State Police","CT3",41.232097,-73.058819,"Democrat",1318,"92%","0%","5%","0%","0%"
"Male",27,"White","MN","Minnetonka Police Department","MN3",44.905248,-93.416188,"Democrat",1554,"58%","38%","4%","0%","0%"
"Male",57,"White","FL","North Port Police Department","FL17",27.072081,-82.155801,"Republican",14992,"87%","9%","4%","0%","0%"
"Male",40,"Black","IL","Chicago Police Department","IL2",41.700215,-87.618271,"Democrat",1051,"1%","98%","0%","0%","0%"
"Male",25,"Hispanic","CA","San Bruno Police Department","CA14",37.622145,-122.414192,"Democrat",775,"55%","0%","45%","0%","0%"
"Male",42,"Black","GA","Leesburg Police Department","GA2",31.733228,-84.159729,"Democrat",3330,"66%","30%","2%","0%","0%"
"Male",55,"White","WA","Snohomish County Sheriff's Office","WA1",47.816584,-121.602379,"Democrat",980,"97%","0%","1%","0%","0%"
"Male",47,"Hispanic","CA","Union City Police Department","CA15",37.585673,-122.070016,"Democrat",2621,"14%","2%","74%","1%","0%"
"Male",30,"Hispanic","NM","New Mexico State Police","NM2",33.364423,-104.513189,"Republican",1118,"98%","2%","0%","0%","0%"
"Male",42,"Black","MS","Coffeeville Police Department","MS2",33.981263,-89.678268,"Democrat",1026,"39%","61%","0%","0%","0%"
"Male",53,"White","CA","Plumas County Sheriff's Office","CA1",39.805245,-120.462879,"Republican",955,"97%","1%","0%","0%","0%"
"Male",41,"White","FL","Boca Raton Police Department","FL22",26.334958,-80.073675,"Democrat",1066,"97%","3%","0%","0%","0%"
"Male",38,"Hispanic","CA","U.S. Border Patrol","CA51",32.551115,-116.940014,"Democrat",3821,"31%","21%","46%","0%","0%"
"Male",33,"Black","SC","Richland County Sheriff's Office","SC2",33.865993,-81.458118,"Republican",3261,"85%","11%","0%","0%","0%"
"Male",44,"Hispanic","IL","Chicago Police Department","IL3",41.834845,-87.645855,"Democrat",565,"63%","10%","27%","0%","0%"
"Male",25,"White","CA","Visalia Police Department","CA22",36.306125,-119.353816,"Republican",3072,"88%","1%","10%","0%","0%"
"Male",36,"Hispanic","IN","Carmel Police Department","IN7",39.775544,-86.264844,"Democrat",2547,"5%","95%","0%","0%","0%"
"Male",31,"White","FL","St. Petersburg Police Department","FL13",27.752352,-82.64694,"Democrat",1514,"18%","80%","1%","0%","2%"
"Male",22,"Hispanic","WA","Oregon State Police","WA3",45.660672,-120.959666,"Republican",993,"87%","2%","1%","0%","10%"
"Male",58,"White","LA","Shreveport Police Department","LA4",32.448635,-93.704158,"Republican",1608,"98%","2%","0%","0%","0%"
"Male",32,"Black","TN","Memphis Police Department","TN9",35.110228,-89.995615,"Democrat",1808,"3%","94%","0%","0%","0%"
"Male",26,"Black","AL","Barbour County Sheriff's Department","AL2",31.870593,-85.156915,"Republican",713,"12%","86%","0%","0%","0%"
"Male",39,"White","OH","Huber Heights Police Department","OH10",39.831855,-84.138116,"Republican",1558,"87%","4%","2%","0%","1%"
"Male",22,"White","SD","Sioux Falls Police Department","SD0",43.541497,-96.807105,"Republican",2821,"85%","0%","0%","0%","13%"
"Male",24,"White","SC","Anderson County Sheriff's Office","SC3",34.471108,-82.648013,"Republican",1445,"46%","51%","0%","0%","0%"
"Female",45,"White","NV","Sparks Police Department","NV2",39.546911,-119.722794,"Republican",923,"77%","0%","18%","0%","0%"
"Male",26,"Hispanic","PA","Hazleton Police Department","PA8",40.960182,-75.977707,"Democrat",1278,"83%","5%","0%","0%","0%"
"Male",32,"Black","OH","Lorain Police Department","OH9",41.454857,-82.179996,"Democrat",844,"60%","30%","0%","0%","0%"
"Male",16,"Black","NC","Fayetteville Police Department","NC8",35.065431,-78.999348,"Republican",1583,"33%","48%","4%","0%","0%"
"Male",59,"White","KY","Kentucky State Police","KY2",37.5595,-85.734783,"Republican",1053,"91%","9%","0%","0%","0%"
"Male",21,"White","FL","Polk County Sheriff's Office","FL15",28.054827,-81.944849,"Republican",865,"73%","22%","5%","0%","0%"
"Male",51,"Black","SC","Charleston County Sheriff's Office","SC1",32.73285,-79.939105,"Republican",3002,"88%","7%","2%","0%","0%"
"Male",47,"White","TN","Sullivan County Sheriff's Office","TN1",36.590758,-82.208897,"Republican",1019,"96%","0%","0%","0%","0%"
"Male",41,"White","CA","Moreno Valley Police Department","CA41",33.942589,-117.261457,"Democrat",3147,"16%","71%","4%","0%","8%"
"Male",40,"White","MO","Jefferson County Sheriff's Office","MO8",38.330135,-90.654072,"Republican",1692,"100%","0%","0%","0%","0%"
"Male",43,"White","NC","Buncombe County Sheriff's Office","NC11",35.601118,-82.688803,"Republican",3891,"91%","1%","1%","2%","0%"
"Male",55,"White","WV","Wheeling Police Department","WV1",40.068031,-80.721784,"Republican",410,"93%","5%","2%","0%","0%"
"Male",44,"White","TX","Parker County Sheriff's Department","TX12",32.912604,-97.633313,"Republican",2442,"99%","0%","0%","0%","0%"
"Male",43,"Black","GA","Waycross Police Department","GA1",31.20916,-82.34684,"Republican",753,"35%","60%","0%","0%","1%"
"Male",53,"White","CA","Los Angeles County Sheriff's Department","CA25",34.485792,-118.636189,"Republican",4892,"68%","11%","16%","0%","0%"
"Male",24,"White","WA","Wenatchee Police Department","WA8",47.41502,-120.316386,"Democrat",553,"84%","0%","0%","0%","13%"
"Male",33,"White","CA","Redding Police Department","CA1",40.540739,-122.334238,"Republican",1129,"80%","0%","6%","0%","8%"
"Male",39,"White","AR","Garland County Sheriff's Office","AR4",34.466358,-92.967852,"Republican",1240,"98%","1%","0%","0%","0%"
"Male",28,"Black","IL","Blue Island Police Department","IL1",41.631635,-87.681764,"Democrat",1690,"58%","41%","1%","0%","0%"
"Male",43,"Black","GA","Waycross Police Department","GA1",31.209193,-82.346464,"Republican",753,"35%","60%","0%","0%","1%"
"Male",21,"White","WI","Sparta Police Department","WI3",43.951999,-90.796878,"Democrat",1554,"95%","0%","4%","0%","0%"
"Male",37,"White","AR","Arkansas State Police","AR1",36.045134,-90.492588,"Republican",1786,"78%","21%","1%","0%","0%"
"Male",24,"Black","NJ","New Jersey State Police","NJ10",40.725392,-74.22097,"Democrat",981,"1%","99%","0%","0%","0%"
"Female",34,"Black","DC","U.S. Capitol Police","DC98",38.888977,-77.012743,"Democrat",58,"100%","0%","0%","0%","0%"
"Male",39,"Black","MD","Prince George's County Police Department","MD4",39.051993,-76.937974,"Democrat",1991,"10%","68%","8%","0%","0%"
"Female",31,"Hispanic","CA","Bakersfield Police Department","CA21",35.358815,-118.946279,"Republican",4485,"59%","20%","0%","0%","21%"
"Male",37,"White","UT","Grantsville Police","UT2",40.602179,-112.462815,"Republican",890,"96%","0%","0%","0%","4%"
"Male",19,"Black","NC","Asheville Police Department","NC11",35.59779,-82.610271,"Republican",2200,"74%","18%","0%","0%","8%"
"Male",35,"White","MD","Harford County Special Response Team","MD2",39.555301,-76.095415,"Democrat",736,"79%","13%","0%","0%","1%"
"Male",19,"White","TX","Howard County Sheriff's Deputy","TX19",32.159988,-101.45212,"Republican",1673,"98%","0%","0%","0%","0%"
"Male",34,"Black","AL","Mobile County Sheriff's Office","AL1",31.088634,-88.202857,"Republican",1446,"56%","33%","0%","0%","11%"
"Male",57,"White","TX","Dallas Police Department","TX5",32.837488,-96.655925,"Republican",1119,"92%","0%","0%","0%","0%"
"Male",32,"Hispanic","CA","Los Angeles Police Department","CA44",33.850537,-118.245342,"Democrat",1174,"1%","96%","3%","0%","0%"
"Male",55,"Hispanic","TX","Houston Police Department","TX29",29.882655,-95.361962,"Democrat",2608,"100%","0%","0%","0%","0%"
"Male",45,"Hispanic","TX","Houston Police Department","TX29",29.882692,-95.363179,"Democrat",2608,"100%","0%","0%","0%","0%"
"Male",27,"White","IN","Plainfield Police Department","IN4",39.701573,-86.415816,"Republican",3956,"84%","6%","1%","0%","0%"
"Male",21,"White","CA","Orange County Sheriff's Department","CA48",33.523008,-117.690141,"Republican",1421,"81%","0%","9%","0%","0%"
"Male",22,"Black","NC","North Carolina Central University Police","NC4",35.973625,-78.901031,"Democrat",3354,"14%","80%","3%","0%","0%"
"Male",47,"White","MA","Brockton Police Department","MA8",42.063037,-70.978599,"Democrat",818,"99%","0%","0%","0%","0%"
"Male",33,"White","OK","Oklahoma Highway Patrol","OK1",36.077836,-96.029174,"Republican",1920,"55%","28%","0%","0%","6%"
"Male",58,"White","CO","Denver Police Department","CO1",39.740295,-104.914726,"Democrat",527,"99%","1%","0%","0%","0%"
"Male",66,"White","CA","Culver City Police Department","CA37",34.020669,-118.395098,"Democrat",831,"66%","9%","22%","0%","0%"
"Male",24,"Black","IN","Indianapolis Metropolitan Police Department","IN7",39.837703,-86.278509,"Democrat",2106,"27%","59%","5%","0%","0%"
"Male",20,"Hispanic","TX","Harris County Sheriff's Office","TX29",29.89917,-95.399674,"Democrat",1984,"75%","3%","21%","0%","0%"
"Male",40,"White","AR","Arkansas State Police","AR2",35.289217,-91.623954,"Republican",1036,"100%","0%","0%","0%","0%"
"Male",26,"Black","NC","Durham Police Department","NC4",35.996658,-78.901798,"Democrat",2091,"63%","30%","4%","0%","0%"
"Male",32,"White","CA","Bakersfield Police Department","CA23",35.359983,-119.058676,"Republican",1982,"83%","5%","8%","0%","0%"
"Male",34,"Hispanic","CA","Bakersfield Police Department","CA23",35.359983,-119.058676,"Republican",1982,"83%","5%","8%","0%","0%"
"Male",34,"Black","DC","DC Metropolitan Police Department","DC98",38.874802,-76.99209,"Democrat",2264,"64%","28%","3%","0%","0%"
"Male",30,"White","AZ","Phoenix Police Department","AZ6",33.628484,-112.136185,"Republican",737,"82%","6%","1%","0%","11%"
"Male",24,"Black","NC","Charlotte-Mecklenburg Police Department","NC12",35.255488,-80.646537,"Democrat",2375,"53%","37%","6%","0%","1%"
"Male",50,"Hispanic","CA","Riverside Police Department","CA41",33.973796,-117.359637,"Democrat",779,"36%","64%","0%","0%","0%"
"Male",66,"White","CA","Menifee Police Department","CA42",33.720656,-117.197865,"Republican",1298,"89%","4%","6%","0%","1%"
"Male",31,"Black","MD","Annapolis Police Department","MD3",38.97003,-76.530108,"Democrat",2965,"35%","59%","5%","0%","0%"
"Male",33,"Hispanic","TX","Henderson County Sheriff's Office","TX5",32.308213,-96.1349,"Republican",2332,"90%","10%","0%","0%","0%"
"Male",56,"White","PA","Pittsburgh Bureau of Police","PA18",40.464854,-79.95052,"Democrat",1094,"87%","8%","5%","0%","0%"
"Male",107,"Black","AR","Pine Bluff Police Department SWAT","AR4",34.214396,-92.016616,"Republican",502,"7%","93%","0%","0%","0%"
"Male",46,"White","FL","St. Petersburg Police Department","FL13",27.80215,-82.687451,"Democrat",1482,"70%","20%","8%","0%","2%"
"Male",28,"Black","IL","Chicago Police Department","IL7",41.879936,-87.671711,"Democrat",361,"13%","83%","4%","0%","0%"
"Male",32,"White","TX","Dallas Police Department","TX30",32.720373,-96.682502,"Democrat",1966,"37%","63%","0%","0%","0%"
"Male",37,"Black","AL","Mobile Police Department","AL1",30.675302,-88.231017,"Republican",3691,"72%","28%","0%","0%","0%"
"Male",24,"Black","FL","Hillsborough County Sheriff's Office","FL15",28.00547,-82.356462,"Republican",3456,"33%","51%","6%","0%","0%"
"Male",53,"White","CA","Port Hueneme Police Department","CA26",34.143754,-119.197718,"Democrat",2833,"76%","5%","12%","2%","0%"
