grade,age,gender,live,times moved,now living,time work,time no adult,time friend,time school act,time noschool act,time reading,time church,time HW,time excersize,time fruit,30 smoke,30 5drinks,30dr driving,30 cig,30cigars,30drink,30marijuana,30glue,30meth,30coke,30amph,30prescription,30counter,30chew,30steroid,30barbituates,pride,truth,values drug,responsibility,friends,fix problems,decision,excite,hard work,Pop cig,Pop drink,Pop marijuana,Pop otherdrug,safe,best school,talk adult,grades,home rules,home happy,home al drug,home close,home talk,home support,home know,home chores,home wrong,home praise,Wpdrink,N safe,
11th,16,Male,On a farm,None,with a parent/s,11 or more hours,3-5 hours,0 hours,0 hours,0 hours,0 hours,0 hours,1-2 hours,7,1 time per day,More than 20 per day,3 to 5 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Less popular,Less popular,Less popular,Less popular,Agree,Disagree,Agree,Excellent,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,A little wrong,Strongly agree,
11th,16,Male,"In a large city over 30,000 population",None,with a parent/s,0 hours,3-5 hours,0 hours,11 or more hours,6-10 hours,1-2 hours,1-2 hours,1-2 hours,7,2 times per day,-1,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Disagree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly agree,A lot less popular,More popular,More popular,Wouldnt change my popularity,Agree,Agree,Disagree,Excellent,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Often,Always,Often,Often,Very wrong,Agree,
11th,16,Male,-1,None,with a parent/s,11 or more hours,11 or more hours,1-2 hours,0 hours,1-2 hours,0 hours,0 hours,1-2 hours,7,2 times per day,-1,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Used but not last 30 days,Have never used,Have never used,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Less popular,Agree,Agree,Agree,Above average,Agree,Agree,Disagree,Agree,Agree,Agree,Sometimes,Often,Often,Sometimes,Very wrong,Strongly agree,
11th,16,Male,"In a medium sized city, 5,000-30,000 population",None,with a parent/s,11 or more hours,1-2 hours,6-10 hours,0 hours,0 hours,1-2 hours,3-5 hours,1-2 hours,3,Less than 1 time per day,I did not smoke cigarettes during the past 30 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,More popular,A lot more popular,A lot more popular,More popular,Strongly disagree,Disagree,Strongly agree,Below average,Agree,Agree,Disagree,Disagree,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Wrong,Agree,
11th,16,Male,"In a small city or town, less than 5,000 population",None,with a parent/s,0 hours,11 or more hours,1-2 hours,11 or more hours,1-2 hours,0 hours,0 hours,1-2 hours,5,1 time per day,"I have never tried cigarette smoking, not even a few puffs",0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Agree,Agree,Agree,Above average,Agree,Agree,Agree,Agree,Agree,Agree,Often,Often,Often,Often,Very wrong,Strongly agree,
11th,16,Male,On a farm,None,with a parent/s,0 hours,11 or more hours,11 or more hours,11 or more hours,11 or more hours,1-2 hours,1-2 hours,3-5 hours,7,1 time per day,"I have never tried cigarette smoking, not even a few puffs",0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Less popular,Less popular,Less popular,Less popular,Agree,Disagree,Agree,Average,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Sometimes,Often,Often,Always,Wrong,Agree,
11th,16,Male,"In a medium sized city, 5,000-30,000 population",None,with a parent/s,6-10 hours,11 or more hours,1-2 hours,1-2 hours,1-2 hours,0 hours,1-2 hours,1-2 hours,1,1 time per day,"I have never tried cigarette smoking, not even a few puffs",0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Wouldnt change my popularity,.,Wouldnt change my popularity,Wouldnt change my popularity,Agree,Disagree,Agree,Below average,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Always,Always,-1,Always,Very wrong,Strongly agree,
11th,16,Male,"In the country, but not on a farm",None,with a parent/s,0 hours,6-10 hours,0 hours,6-10 hours,0 hours,3-5 hours,0 hours,1-2 hours,4,2 times per day,"I have never tried cigarette smoking, not even a few puffs",0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Agree,A lot less popular,More popular,A lot less popular,A lot less popular,Agree,Disagree,Agree,Excellent,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Sometimes,Often,Sometimes,Often,Very wrong,Strongly agree,
11th,16,Male,On a farm,Twice,with a parent/s,0 hours,1-2 hours,0 hours,1-2 hours,1-2 hours,0 hours,0 hours,1-2 hours,1,Less than 1 time per day,"I have never tried cigarette smoking, not even a few puffs",0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,A lot less popular,A lot less popular,A lot less popular,A lot less popular,Strongly agree,Disagree,Agree,Above average,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Sometimes,Sometimes,Often,Always,Very wrong,Agree,
11th,16,Male,"In a large city over 30,000 population",None,with a parent/s,0 hours,3-5 hours,0 hours,0 hours,0 hours,0 hours,0 hours,1-2 hours,2,I did not eat fruit and/or vegetables during the past 7 days,"I have never tried cigarette smoking, not even a few puffs",0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,-1,-1,-1,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Agree,Agree,Agree,Above average,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Often,Often,Often,Often,Wrong,Agree,
11th,16,Male,"In a small city or town, less than 5,000 population",None,with a parent/s,0 hours,6-10 hours,0 hours,1-2 hours,0 hours,0 hours,0 hours,6-10 hours,0,2 times per day,"I have never tried cigarette smoking, not even a few puffs",0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Agree,Less popular,Less popular,Less popular,Less popular,Agree,Disagree,Agree,Above average,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Often,Never,Never,Never,A little wrong,Agree,
11th,16,Male,On a farm,Once,with a parent/s,0 hours,6-10 hours,1-2 hours,11 or more hours,1-2 hours,3-5 hours,1-2 hours,3-5 hours,7,2 times per day,"I have never tried cigarette smoking, not even a few puffs",0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,A lot less popular,Less popular,A lot less popular,A lot less popular,Agree,Agree,Agree,Excellent,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Often,Often,Often,Often,Very wrong,Strongly agree,
11th,16,Male,"In the country, but not on a farm",None,with a parent/s,0 hours,6-10 hours,3-5 hours,0 hours,0 hours,0 hours,0 hours,1-2 hours,2,1 time per day,"I have never tried cigarette smoking, not even a few puffs",0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,A lot less popular,A lot less popular,A lot less popular,A lot less popular,Agree,Agree,Agree,Average,Agree,Agree,Disagree,Agree,Agree,Agree,Sometimes,Always,Sometimes,Always,Wrong,Agree,
11th,16,Male,On a farm,None,with a parent/s,0 hours,3-5 hours,1-2 hours,6-10 hours,3-5 hours,0 hours,1-2 hours,1-2 hours,7,1 time per day,"I have never tried cigarette smoking, not even a few puffs",0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Used but not last 30 days,Have never used,Have never used,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Wouldnt change my popularity,Wouldnt change my popularity,Less popular,A lot less popular,Agree,Agree,Agree,Average,Agree,Agree,Disagree,Agree,Agree,Agree,Always,Often,Sometimes,Often,Very wrong,Strongly agree,
11th,16,Male,"In a medium sized city, 5,000-30,000 population",None,with a parent/s,6-10 hours,11 or more hours,0 hours,3-5 hours,1-2 hours,1-2 hours,1-2 hours,1-2 hours,4,2 times per day,"I have never tried cigarette smoking, not even a few puffs",0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Less popular,Wouldnt change my popularity,A lot less popular,A lot less popular,Strongly agree,Agree,Agree,Above average,Disagree,Agree,.,.,Agree,Agree,Sometimes,Always,Sometimes,Often,Very wrong,Strongly agree,
11th,16,Male,"In a small city or town, less than 5,000 population",Twice,with a parent/s,0 hours,3-5 hours,0 hours,3-5 hours,3-5 hours,0 hours,0 hours,0 hours,7,5 or more times per day,"I have never tried cigarette smoking, not even a few puffs",0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Agree,Disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Disagree,Disagree,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Agree,Agree,Agree,Average,Agree,Agree,Agree,Agree,Agree,Agree,Often,Often,Often,Often,Very wrong,Agree,
11th,16,Male,"In a medium sized city, 5,000-30,000 population",None,with a parent/s,0 hours,1-2 hours,0 hours,1-2 hours,0 hours,6-10 hours,0 hours,3-5 hours,0,2 times per day,"I have never tried cigarette smoking, not even a few puffs",0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly disagree,Disagree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Strongly agree,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Agree,Strongly agree,Agree,Excellent,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Often,Often,Often,Often,Very wrong,Agree,
11th,16,Male,"In the country, but not on a farm",None,with a parent/s,0 hours,6-10 hours,3-5 hours,11 or more hours,3-5 hours,0 hours,0 hours,1-2 hours,0,3 times per day,"I have never tried cigarette smoking, not even a few puffs",0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,1-2 days,Have never used,Have never used,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Less popular,Wouldnt change my popularity,A lot less popular,A lot less popular,Disagree,Agree,Agree,Above average,Agree,Agree,Disagree,Agree,Agree,Agree,Often,Often,Sometimes,Often,Very wrong,Agree,
11th,16,Male,"In a large city over 30,000 population",None,with a parent/s,0 hours,6-10 hours,1-2 hours,6-10 hours,1-2 hours,1-2 hours,1-2 hours,3-5 hours,7,5 or more times per day,-1,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Less popular,Wouldnt change my popularity,Less popular,A lot less popular,Agree,Agree,Agree,Average,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Always,Always,Always,Always,Very wrong,Strongly agree,
11th,16,Male,On a farm,None,with a parent/s,3-5 hours,11 or more hours,1-2 hours,3-5 hours,1-2 hours,0 hours,1-2 hours,1-2 hours,5,Less than 1 time per day,-1,0 days,-1,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,A lot less popular,Wouldnt change my popularity,A lot less popular,A lot less popular,Agree,Agree,Agree,Average,Strongly agree,Agree,Strongly disagree,Disagree,Agree,Agree,Always,Always,Always,Often,Wrong,Agree,
11th,16,Male,"In the country, but not on a farm",None,with a parent/s,11 or more hours,0 hours,0 hours,0 hours,1-2 hours,-1,0 hours,1-2 hours,1,5 or more times per day,-1,20 or more days,0 days,1-2 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,1-2 days,Have never used,Have never used,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Strongly agree,Strongly agree,Strongly agree,Excellent,Agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Often,Often,Sometimes,Never,Very wrong,Strongly agree,
11th,16,Male,On a farm,None,with a parent/s,0 hours,1-2 hours,0 hours,0 hours,3-5 hours,1-2 hours,0 hours,0 hours,7,2 times per day,-1,0 days,1 to 2 days,0 days,0 days,0 days,6-9 days,0 days,0 days,0 days,0 days,0 days,0 days,Used but not last 30 days,Have never used,Have never used,Strongly disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Less popular,Agree,Agree,Agree,Above average,Agree,Agree,Disagree,Agree,Agree,Agree,Always,Always,Always,Often,Very wrong,Agree,
11th,16,Male,"In the country, but not on a farm",None,with a parent/s,0 hours,3-5 hours,1-2 hours,11 or more hours,11 or more hours,1-2 hours,1-2 hours,1-2 hours,7,5 or more times per day,"I have never tried cigarette smoking, not even a few puffs",0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Wouldnt change my popularity,More popular,Wouldnt change my popularity,Wouldnt change my popularity,Disagree,Strongly disagree,Strongly disagree,Below average,Strongly agree,Disagree,Strongly disagree,Strongly agree,Agree,Agree,Always,Sometimes,Never,Always,Very wrong,Strongly agree,
11th,16,Male,"In the country, but not on a farm",None,with a parent/s,11 or more hours,3-5 hours,1-2 hours,3-5 hours,3-5 hours,0 hours,0 hours,3-5 hours,2,-1,"I have never tried cigarette smoking, not even a few puffs",0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Strongly agree,Strongly agree,Strongly agree,Above average,Agree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Always,Always,Sometimes,Always,Very wrong,Strongly agree,
11th,16,Male,"In a large city over 30,000 population",None,with a parent/s,0 hours,3-5 hours,3-5 hours,1-2 hours,1-2 hours,3-5 hours,0 hours,1-2 hours,3,5 or more times per day,"I have never tried cigarette smoking, not even a few puffs",0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,1-2 days,0 days,Have never used,Have never used,Have never used,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Agree,Strongly agree,Disagree,Above average,Agree,Disagree,Disagree,Strongly agree,Agree,Agree,Often,Always,Often,Sometimes,Very wrong,Agree,
11th,16,Male,"In a medium sized city, 5,000-30,000 population",Once,with a parent/s,11 or more hours,3-5 hours,3-5 hours,0 hours,0 hours,1-2 hours,-1,1-2 hours,3,1 time per day,"I have never tried cigarette smoking, not even a few puffs",0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Wouldnt change my popularity,More popular,Wouldnt change my popularity,Wouldnt change my popularity,Agree,Agree,Agree,Average,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Always,Always,Always,Always,Dont know,Agree,
